year,driver_id,race_points_won
2014,bottas,171
2014,button,116
2014,chilton,0
2014,ericsson,0
2014,grosjean,8
2014,gutierrez,0
2014,hamilton,359
2014,hulkenberg,88
2014,jules_bianchi,2
2014,kevin_magnussen,55
2014,kobayashi,0
2014,kvyat,8
2014,lotterer,0
2014,maldonado,2
2014,massa,116
2014,perez,53
2014,raikkonen,54
2014,ricciardo,226
2014,rosberg,317
2014,stevens,0
2014,sutil,0
2014,vergne,22
2014,vettel,163
2015,alonso,11
2015,bottas,136
2015,button,16
2015,ericsson,9
2015,grosjean,51
2015,hamilton,381
2015,hulkenberg,58
2015,kevin_magnussen,0
2015,kvyat,95
2015,maldonado,27
2015,massa,121
2015,max_verstappen,49
2015,merhi,0
2015,nasr,27
2015,perez,78
2015,raikkonen,150
2015,ricciardo,92
2015,rosberg,322
2015,rossi,0
2015,sainz,18
2015,stevens,0
2015,vettel,278
2016,alonso,54
2016,bottas,85
2016,button,21
2016,ericsson,0
2016,grosjean,29
2016,gutierrez,0
2016,hamilton,380
2016,haryanto,0
2016,hulkenberg,72
2016,jolyon_palmer,1
2016,kevin_magnussen,7
2016,kvyat,25
2016,massa,53
2016,max_verstappen,204
2016,nasr,2
2016,ocon,0
2016,perez,101
2016,raikkonen,186
2016,ricciardo,256
2016,rosberg,385
2016,sainz,46
2016,vandoorne,1
2016,vettel,212
2016,wehrlein,1
2017,alonso,17
2017,bottas,305
2017,brendon_hartley,0
2017,button,0
2017,ericsson,0
2017,gasly,0
2017,giovinazzi,0
2017,grosjean,28
2017,hamilton,363
2017,hulkenberg,43
2017,jolyon_palmer,8
2017,kevin_magnussen,19
2017,kvyat,5
2017,massa,43
2017,max_verstappen,168
2017,ocon,87
2017,perez,100
2017,raikkonen,205
2017,resta,0
2017,ricciardo,200
2017,sainz,54
2017,stroll,40
2017,vandoorne,13
2017,vettel,317
2017,wehrlein,5
2018,alonso,50
2018,bottas,247
2018,brendon_hartley,4
2018,ericsson,9
2018,gasly,29
2018,grosjean,37
2018,hamilton,408
2018,hulkenberg,69
2018,kevin_magnussen,56
2018,leclerc,39
2018,max_verstappen,249
2018,ocon,49
2018,perez,62
2018,raikkonen,251
2018,ricciardo,170
2018,sainz,53
2018,sirotkin,1
2018,stroll,6
2018,vandoorne,12
2018,vettel,320
2019,albon,92
2019,bottas,324
2019,gasly,93
2019,giovinazzi,14
2019,grosjean,8
2019,hamilton,407
2019,hulkenberg,37
2019,kevin_magnussen,20
2019,kubica,1
2019,kvyat,37
2019,leclerc,260
2019,max_verstappen,275
2019,norris,49
2019,perez,52
2019,raikkonen,43
2019,ricciardo,54
2019,russell,0
2019,sainz,96
2019,stroll,21
2019,vettel,238
2020,aitken,0
2020,albon,105
2020,bottas,221
2020,gasly,75
2020,giovinazzi,4
2020,grosjean,2
2020,hamilton,341
2020,hulkenberg,10
2020,kevin_magnussen,1
2020,kvyat,32
2020,latifi,0
2020,leclerc,98
2020,max_verstappen,211
2020,norris,95
2020,ocon,62
2020,perez,125
2020,pietro_fittipaldi,0
2020,raikkonen,4
2020,ricciardo,117
2020,russell,2
2020,sainz,104
2020,stroll,75
2020,vettel,33
2021,alonso,81
2021,bottas,216
2021,gasly,113
2021,giovinazzi,3
2021,hamilton,387
2021,kubica,0
2021,latifi,8
2021,leclerc,161
2021,max_verstappen,396
2021,mazepin,0
2021,mick_schumacher,0
2021,norris,159
2021,ocon,77
2021,perez,189
2021,raikkonen,10
2021,ricciardo,119
2021,russell,25
2021,sainz,164
2021,stroll,34
2021,tsunoda,32
2021,vettel,48
2022,albon,4
2022,alonso,81
2022,bottas,47
2022,de_vries,2
2022,gasly,23
2022,hamilton,231
2022,hulkenberg,0
2022,kevin_magnussen,21
2022,latifi,2
2022,leclerc,288
2022,max_verstappen,428
2022,mick_schumacher,12
2022,norris,114
2022,ocon,89
2022,perez,288
2022,ricciardo,34
2022,russell,259
2022,sainz,226
2022,stroll,18
2022,tsunoda,12
2022,vettel,37
2022,zhou,6
